group	ret	mz	EC_022024	adduct	neutralMass
M845_R863_4802	863.2535	844.5047572864	1921	[M-H]-	844.5047572864
M844_R642_4803	641.973	844.413795262069	470.5	[M-H]-	844.413795262069
M845_R892_4804	891.694	844.593537479634	5889.5	[M-H]-	844.593537479634
M846_R851_4805	850.922	845.503548546337	3699	[M-H]-	845.503548546337
M846_R639_4806	639.245	845.543669720864	563.5	[M-H]-	845.543669720864
M846_R866_4807	866.3465	845.606404585192	10541.5	[M-H]-	845.606404585192
M846_R781_4809	780.718	846.279368930158	292	[M-H]-	846.279368930158
M846_R786_4810	786.263	846.3682684015	643.5	[M-H]-	846.3682684015
M847_R866_4811	865.7275	846.504368880391	1750.5	[M-H]-	846.504368880391
M847_R386_4812	386.306	846.612695446695	299.5	[M-H]-	846.612695446695
M847_R641_4813	640.609	846.547210378167	503	[M-H]-	846.547210378167
M847_R882_4814	881.766	846.560169075975	7119	[M-H]-	846.560169075975
M847_R779_4815	779.486	847.28976476576	132	[M-H]-	847.28976476576
M848_R864_4816	864.487	847.51503208641	4066	[M-H]-	847.51503208641
M847_R634_4817	633.793	847.495018490917	704	[M-H]-	847.495018490917
M848_R485_4818	484.701	847.552886829874	545.5	[M-H]-	847.552886829874
M848_R894_4819	894.175	847.54103476283	11174.5	[M-H]-	847.54103476283
M848_R869_4820	868.8135	848.485081182513	117.5	[M-H]-	848.485081182513
M849_R697_4821	697.273	848.562512190506	1249	[M-H]-	848.562512190506
M849_R485_4822	484.701	848.554366865611	254.5	[M-H]-	848.554366865611
M849_R892_4823	891.694	848.541818557734	5337	[M-H]-	848.541818557734
M849_R641_4824	640.609	849.386351205745	3160	[M-H]-	849.386351205745
M849_R862_4825	862.0195	849.499956464085	526.5	[M-H]-	849.499956464085
M850_R782_4826	781.95	849.580030093497	10012	[M-H]-	849.580030093497
M850_R887_4827	886.723	849.561847200085	41749	[M-H]-	849.561847200085
M850_R641_4828	640.609	850.387620343445	924	[M-H]-	850.387620343445
M851_R882_4829	881.766	850.516139175029	40745	[M-H]-	850.516139175029
M851_R716_4830	715.51	850.560274291647	637	[M-H]-	850.560274291647
M851_R781_4831	780.718	850.584440842337	5253	[M-H]-	850.584440842337
M851_R630_4832	629.705	850.539716137217	244.5	[M-H]-	850.539716137217
M851_R887_4833	886.723	850.56386289262	20472	[M-H]-	850.56386289262
M851_R667_4834	667.0185	851.39398549953	566	[M-H]-	851.39398549953
M852_R882_4835	881.766	851.52004364424	22622.5	[M-H]-	851.52004364424
M852_R800_4836	800.426	851.59624137021	28323.5	[M-H]-	851.59624137021
M852_R559_4837	558.879	851.582955612306	229	[M-H]-	851.582955612306
M852_R883_4838	883.004	851.571871075002	12344	[M-H]-	851.571871075002
M852_R691_4839	690.761	852.394780827408	748	[M-H]-	852.394780827408
M853_R884_4840	884.242	852.526095795109	8230	[M-H]-	852.526095795109
M853_R800_4841	800.426	852.599156429058	10773	[M-H]-	852.599156429058
M852_R688_4842	688.154	852.418714531821	979	[M-H]-	852.418714531821
M853_R888_4843	887.966	852.593885208632	922	[M-H]-	852.593885208632
M854_R863_4844	862.6365	853.505431657846	3051	[M-H]-	853.505431657846
M853_R750_4845	750.1025	853.466923515215	467.5	[M-H]-	853.466923515215
M853_R362_4846	362.253	853.474677655454	170.5	[M-H]-	853.474677655454
M854_R600_4847	599.733	853.540061744435	878.5	[M-H]-	853.540061744435
M854_R800_4848	799.81	853.614118322178	447.5	[M-H]-	853.614118322178
M854_R889_4849	889.209	853.539703219612	14293	[M-H]-	853.539703219612
M855_R863_4850	863.2535	854.508718145756	5958.5	[M-H]-	854.508718145756
M855_R615_4851	615.3995	854.557852007804	459	[M-H]-	854.557852007804
M855_R889_4853	889.2085	854.585219917105	543	[M-H]-	854.585219917105
M856_R859_4854	858.9345	855.500566230989	1669.5	[M-H]-	855.500566230989
M855_R638_4855	637.883	855.438001159087	414.5	[M-H]-	855.438001159087
M856_R614_4857	614.037	855.56515082715	430.5	[M-H]-	855.56515082715
M856_R889_4858	889.209	855.546444326546	8083	[M-H]-	855.546444326546
M856_R829_4859	828.741	855.627385652624	2107.5	[M-H]-	855.627385652624
M856_R626_4861	625.616	856.205003422951	287	[M-H]-	856.205003422951
M857_R860_4862	859.5515	856.511042190881	6063	[M-H]-	856.511042190881
M857_R615_4863	615.3995	856.571409714599	835	[M-H]-	856.571409714599
M857_R889_4864	889.209	856.557412249147	4906	[M-H]-	856.557412249147
M857_R185_4865	184.789	857.326138111328	165	[M-H]-	857.326138111328
M858_R851_4866	850.922	857.50479068821	1245	[M-H]-	857.50479068821
M858_R598_4867	598.372	857.569079842724	538	[M-H]-	857.569079842724
M858_R892_4868	891.6935	857.581674353353	7191	[M-H]-	857.581674353353
M859_R851_4869	850.922	858.502383622183	1828	[M-H]-	858.502383622183
M859_R885_4870	885.2525	858.5897474887	3111.5	[M-H]-	858.5897474887
M859_R783_4871	783.183	858.638008042309	1020	[M-H]-	858.638008042309
M859_R183_4872	183.288	859.32318698864	182.5	[M-H]-	859.32318698864
M860_R916_4873	916.395	859.521772974292	12347	[M-H]-	859.521772974292
M860_R855_4874	854.623	859.512312707907	6582	[M-H]-	859.512312707907
M860_R893_4875	892.935	859.579360243764	3559.5	[M-H]-	859.579360243764
M861_R851_4876	850.9225	860.5005660456	3052.5	[M-H]-	860.5005660456
M861_R942_4877	942.297	860.532314398816	16563	[M-H]-	860.532314398816
M861_R891_4878	891.073	860.573811650105	1486	[M-H]-	860.573811650105
M861_R186_4879	186.29	861.319908282007	220	[M-H]-	861.319908282007
M862_R847_4880	847.2205	861.502444298877	348	[M-H]-	861.502444298877
M862_R919_4881	918.858	861.564875080978	7563.5	[M-H]-	861.564875080978
M862_R195_4882	195.299	862.382991036852	171	[M-H]-	862.382991036852
M862_R848_4883	848.455	862.477103725664	528.5	[M-H]-	862.477103725664
M863_R891_4884	891.07	862.59261723496	8505	[M-H]-	862.59261723496
M863_R183_4885	183.288	863.31659487354	147	[M-H]-	863.31659487354
M864_R845_4886	844.752	863.507378355777	2258	[M-H]-	863.507378355777
M864_R643_4887	643.336	863.515709707194	356	[M-H]-	863.515709707194
M864_R988_4888	987.927	863.553405628354	9498.5	[M-H]-	863.553405628354
M864_R894_4889	894.175	863.592849693448	21523	[M-H]-	863.592849693448
M864_R682_4890	681.642	863.557905346547	3017	[M-H]-	863.557905346547
M865_R869_4891	868.8225	864.514265435868	1665	[M-H]-	864.514265435868
M864_R643_4892	643.336	864.437392876596	357	[M-H]-	864.437392876596
M865_R988_4893	987.927	864.557598204274	3379	[M-H]-	864.557598204274
M865_R682_4894	681.642	864.561885141036	1437.5	[M-H]-	864.561885141036
M865_R897_4895	896.651	864.551675849162	11794	[M-H]-	864.551675849162
M866_R850_4896	849.689	865.508231463293	1228	[M-H]-	865.508231463293
M865_R311_4897	311.205	865.493550925242	230	[M-H]-	865.493550925242
M865_R639_4898	639.245	865.455497629864	320	[M-H]-	865.455497629864
M866_R905_4899	905.293	865.566111128081	16945.5	[M-H]-	865.566111128081
M866_R683_4900	682.943	865.577073259559	3519	[M-H]-	865.577073259559
M867_R869_4901	869.414	866.509379172303	4388	[M-H]-	866.509379172303
M867_R683_4902	682.943	866.57581550519	1751	[M-H]-	866.57581550519
M867_R905_4903	905.293	866.579064582673	8424.5	[M-H]-	866.579064582673
M867_R845_4904	844.752	867.491700800403	945	[M-H]-	867.491700800403
M867_R642_4905	641.973	867.427024177519	307	[M-H]-	867.427024177519
M868_R375_4906	374.989	867.59109110089	280	[M-H]-	867.59109110089
M868_R892_4907	891.694	867.576717270439	25193	[M-H]-	867.576717270439
M868_R720_4908	719.958	867.591161495815	4821	[M-H]-	867.591161495815
M869_R865_4909	865.1105	868.523932012501	1539.5	[M-H]-	868.523932012501
M869_R248_4910	247.86	868.521473330323	163.5	[M-H]-	868.521473330323
M868_R632_4911	632.43	868.47974111756	1313	[M-H]-	868.47974111756
M869_R744_4912	743.799	868.600641618516	2142	[M-H]-	868.600641618516
M869_R389_4913	389.135	868.595934546267	145	[M-H]-	868.595934546267
M869_R893_4914	892.935	868.592851841256	16246	[M-H]-	868.592851841256
M869_R628_4915	628.342	869.461317831191	195	[M-H]-	869.461317831191
M870_R847_4916	847.22	869.501219562481	4305	[M-H]-	869.501219562481
M869_R362_4917	362.253	869.469401472616	167	[M-H]-	869.469401472616
M870_R884_4918	884.2425	869.584082720033	5016	[M-H]-	869.584082720033
M870_R642_4919	641.973	869.544378838414	487.5	[M-H]-	869.544378838414
M871_R846_4921	845.987	870.50378446459	2664	[M-H]-	870.50378446459
M871_R978_4922	978.062	870.608996552252	5716.5	[M-H]-	870.608996552252
M871_R719_4923	719.417	870.535062063471	2498.5	[M-H]-	870.535062063471
M871_R869_4924	868.827	870.576032177267	3231	[M-H]-	870.576032177267
M872_R850_4926	849.689	871.511847992648	3336	[M-H]-	871.511847992648
M872_R890_4927	890.452	871.543848769709	6159	[M-H]-	871.543848769709
M873_R853_4929	853.389	872.51698655682	1968	[M-H]-	872.51698655682
M872_R792_4930	791.807	872.450308981711	157	[M-H]-	872.450308981711
M873_R890_4931	890.4515	872.568036548986	1295	[M-H]-	872.568036548986
M873_R808_4932	807.814	872.618952914601	7398	[M-H]-	872.618952914601
M873_R185_4933	184.789	873.301462372327	186	[M-H]-	873.301462372327
M874_R852_4934	852.1555	873.51549255931	4475.5	[M-H]-	873.51549255931
M874_R316_4935	315.558	873.500187604557	307.5	[M-H]-	873.500187604557
M873_R641_4936	640.609	873.458117255986	340	[M-H]-	873.458117255986
M874_R887_4937	886.723	873.536014928422	7161	[M-H]-	873.536014928422
M874_R808_4938	807.814	873.62160950368	2432	[M-H]-	873.62160950368
M874_R598_4939	598.372	873.563912638263	358	[M-H]-	873.563912638263
M875_R884_4940	884.242	874.518261209432	14149.5	[M-H]-	874.518261209432
M875_R337_4941	336.782	874.501793676068	226	[M-H]-	874.501793676068
M875_R829_4942	829.368	874.61023369053	563	[M-H]-	874.61023369053
M875_R185_4943	184.789	875.297469332358	282	[M-H]-	875.297469332358
M876_R883_4944	883.004	875.520645043972	7857	[M-H]-	875.520645043972
M876_R890_4945	890.452	875.547537149268	15746	[M-H]-	875.547537149268
M876_R626_4946	625.616	876.217801132939	220.5	[M-H]-	876.217801132939
M877_R847_4947	846.6035	876.5090331253	1058	[M-H]-	876.5090331253
M877_R893_4948	892.935	876.549932510349	12453	[M-H]-	876.549932510349
M877_R793_4949	793.04	876.602287063409	320.5	[M-H]-	876.602287063409
M877_R185_4950	184.789	877.296821603319	277	[M-H]-	877.296821603319
M878_R862_4951	862.019	877.522906366849	2986.5	[M-H]-	877.522906366849
M878_R890_4952	890.452	877.556379061958	442.5	[M-H]-	877.556379061958
M878_R796_4953	795.503	877.614949833806	2155	[M-H]-	877.614949833806
M879_R847_4955	847.22	878.526067092382	1902	[M-H]-	878.526067092382
M879_R840_4956	839.818	878.577861506112	1353	[M-H]-	878.577861506112
M879_R185_4957	184.789	879.290169995982	179.5	[M-H]-	879.290169995982
M880_R916_4958	916.395	879.57110172382	1598	[M-H]-	879.57110172382
M880_R858_4959	858.317	880.492708528977	948.5	[M-H]-	880.492708528977
M881_R893_4960	893.2625	880.580188576833	10148.5	[M-H]-	880.580188576833
M881_R874_4961	874.35	881.496591965625	1067	[M-H]-	881.496591965625
M882_R891_4962	891.073	881.582369020394	16258	[M-H]-	881.582369020394
M883_R844_4963	843.518	882.50411808139	1355	[M-H]-	882.50411808139
M883_R271_4964	270.542	882.536720042263	133	[M-H]-	882.536720042263
M883_R874_4965	874.2005	882.56340667298	5839.5	[M-H]-	882.56340667298
M883_R847_4966	846.603	883.494016751462	1747	[M-H]-	883.494016751462
M883_R639_4967	639.245	883.434780896159	236	[M-H]-	883.434780896159
M884_R889_4968	889.209	883.551407239875	6757	[M-H]-	883.551407239875
M885_R890_4970	890.452	884.553519804149	1507	[M-H]-	884.553519804149
M886_R955_4972	955.247	885.556277629755	4549	[M-H]-	885.556277629755
M886_R778_4973	778.254	885.541911056979	2396	[M-H]-	885.541911056979
M887_R632_4975	632.43	886.52944392942	750	[M-H]-	886.52944392942
M887_R898_4976	898.464	886.549716067446	42579	[M-H]-	886.549716067446
M887_R639_4977	638.5635	887.49471585148	374	[M-H]-	887.49471585148
M888_R978_4979	978.062	887.553121126041	49388	[M-H]-	887.553121126041
M888_R882_4981	881.766	887.553262844159	25283	[M-H]-	887.553262844159
M889_R958_4983	958.3305	888.560800458882	18605.5	[M-H]-	888.560800458882
M889_R864_4985	863.878	888.562685133001	11934.5	[M-H]-	888.562685133001
M889_R183_4986	183.288	889.274502372914	165.5	[M-H]-	889.274502372914
M889_R783_4987	783.183	889.256115520705	373	[M-H]-	889.256115520705
M889_R850_4988	849.689	889.486172152451	2773.5	[M-H]-	889.486172152451
M890_R642_4989	641.973	889.504053849505	529.5	[M-H]-	889.504053849505
M889_R337_4990	336.782	889.47091686909	271	[M-H]-	889.47091686909
M890_R958_4991	958.3305	889.565155968051	6289	[M-H]-	889.565155968051
M890_R794_4993	794.273	889.648868014714	594	[M-H]-	889.648868014714
M891_R847_4994	847.22	890.567532227119	1258	[M-H]-	890.567532227119
M891_R602_4995	602.458	891.199984378798	714	[M-H]-	891.199984378798
M891_R185_4996	184.789	891.27176783186	246.5	[M-H]-	891.27176783186
M892_R849_4997	849.071	891.508831806936	1898	[M-H]-	891.508831806936
M892_R415_4998	414.604	891.507028177941	830.5	[M-H]-	891.507028177941
M892_R919_4999	919.4575	891.574861229832	13284.5	[M-H]-	891.574861229832
M892_R601_5000	601.097	892.201579966277	274	[M-H]-	892.201579966277
M893_R632_5001	631.749	892.502930663133	156	[M-H]-	892.502930663133
M893_R873_5002	873.116	892.524684306631	2729.5	[M-H]-	892.524684306631
M893_R185_5004	184.789	893.269019478387	342	[M-H]-	893.269019478387
M894_R873_5005	873.116	893.5304742882	2045	[M-H]-	893.5304742882
M893_R632_5006	632.43	893.485582015321	1015	[M-H]-	893.485582015321
M894_R873_5007	872.958	893.587798260978	12535	[M-H]-	893.587798260978
M894_R601_5009	601.097	894.222496787701	579	[M-H]-	894.222496787701
M894_R634_5010	633.793	894.486916084273	314	[M-H]-	894.486916084273
M895_R886_5011	886.1105	894.549229825307	21483	[M-H]-	894.549229825307
M895_R185_5012	184.789	895.266484250958	216	[M-H]-	895.266484250958
M896_R850_5013	849.689	895.50872143611	915	[M-H]-	895.50872143611
M896_R808_5014	807.814	895.702407249354	2680	[M-H]-	895.702407249354
M896_R782_5015	781.95	896.301055194446	499	[M-H]-	896.301055194446
M896_R848_5016	848.455	896.485054940015	368	[M-H]-	896.485054940015
M897_R886_5017	886.1035	896.582292671149	5966.5	[M-H]-	896.582292671149
M897_R808_5018	807.814	896.708415540018	972	[M-H]-	896.708415540018
M898_R717_5019	716.813	897.503978527737	2062.5	[M-H]-	897.503978527737
M898_R867_5020	866.963	897.573710118995	3465	[M-H]-	897.573710118995
M898_R623_5021	622.891	898.375380785018	435	[M-H]-	898.375380785018
M898_R842_5022	842.284	898.488158623049	414	[M-H]-	898.488158623049
M899_R234_5023	234.342	898.530541090393	212	[M-H]-	898.530541090393
M899_R716_5024	715.51	898.51116318388	1265.5	[M-H]-	898.51116318388
M899_R654_5025	654.235	898.50939824312	1057	[M-H]-	898.50939824312
M899_R866_5026	866.3465	898.582478865165	1475	[M-H]-	898.582478865165
M900_R848_5027	848.455	899.503364039954	914	[M-H]-	899.503364039954
M900_R674_5028	673.827	899.580524345295	11689	[M-H]-	899.580524345295
M900_R882_5029	881.766	899.556063268672	5304.5	[M-H]-	899.556063268672
M900_R848_5030	848.455	900.49391352806	460	[M-H]-	900.49391352806
M901_R673_5031	672.524	900.582880316834	6081.5	[M-H]-	900.582880316834
M901_R886_5032	886.109	900.56818528184	2207	[M-H]-	900.56818528184
M901_R240_5033	240.353	901.427546694949	273	[M-H]-	901.427546694949
M901_R617_5034	617.443	901.499160068862	156	[M-H]-	901.499160068862
M902_R962_5035	962.03	901.560594498354	11720	[M-H]-	901.560594498354
M902_R892_5036	891.694	901.559749548835	8482	[M-H]-	901.559749548835
M902_R673_5037	672.524	901.589329083635	2482	[M-H]-	901.589329083635
M903_R848_5038	848.455	902.519097527832	832	[M-H]-	902.519097527832
M902_R215_5039	214.819	902.460462003365	1350	[M-H]-	902.460462003365
M903_R890_5040	890.452	902.56369761526	50441	[M-H]-	902.56369761526
M903_R823_5041	822.587	902.794127390843	198	[M-H]-	902.794127390843
M903_R215_5042	214.819	903.463507387461	359	[M-H]-	903.463507387461
M904_R889_5043	889.209	903.568724344403	28125	[M-H]-	903.568724344403
M904_R845_5045	844.752	904.48611110528	815	[M-H]-	904.48611110528
M905_R981_5046	980.529	904.578511124427	3677	[M-H]-	904.578511124427
M905_R885_5047	885.4845	904.58848061247	1663	[M-H]-	904.58848061247
M905_R796_5048	795.5005	904.620456318248	466.5	[M-H]-	904.620456318248
M905_R183_5049	183.288	905.249359962821	139	[M-H]-	905.249359962821
M905_R846_5050	845.987	905.487179429333	1075	[M-H]-	905.487179429333
M905_R327_5051	326.877	905.487022644643	348.5	[M-H]-	905.487022644643
M906_R881_5052	880.527	905.562206760044	4021	[M-H]-	905.562206760044
M906_R798_5053	797.964	905.645220086236	3481	[M-H]-	905.645220086236
M907_R853_5054	853.389	906.504036867904	4542	[M-H]-	906.504036867904
M907_R893_5055	892.9345	906.563493279659	2093	[M-H]-	906.563493279659
M907_R798_5056	797.964	906.665889828965	455	[M-H]-	906.665889828965
M907_R185_5057	184.789	907.244931467721	196	[M-H]-	907.244931467721
M908_R852_5058	852.156	907.503386994009	1902	[M-H]-	907.503386994009
M908_R832_5059	832.432	907.566878929105	20664	[M-H]-	907.566878929105
M909_R853_5060	853.389	908.517393405424	3261	[M-H]-	908.517393405424
M909_R641_5061	640.609	908.541418818577	774	[M-H]-	908.541418818577
M909_R861_5062	861.435	908.564964881351	5525	[M-H]-	908.564964881351
M909_R183_5063	183.288	909.241200340176	215	[M-H]-	909.241200340176
M910_R848_5064	848.4535	909.510981417453	2038	[M-H]-	909.510981417453
M910_R794_5065	794.2655	909.578382982382	3553	[M-H]-	909.578382982382
M910_R889_5066	889.209	909.569702084798	6028	[M-H]-	909.569702084798
M910_R842_5067	842.284	910.490002046804	293	[M-H]-	910.490002046804
M911_R890_5068	890.452	910.561957441299	3345.5	[M-H]-	910.561957441299
M911_R779_5069	779.486	910.543945547845	2140	[M-H]-	910.543945547845
M911_R185_5070	184.789	911.242003322929	158	[M-H]-	911.242003322929
M911_R848_5071	848.455	911.495680180138	754	[M-H]-	911.495680180138
M912_R788_5072	788.111	911.557087507774	4605	[M-H]-	911.557087507774
M912_R893_5073	892.935	911.546769171321	18689	[M-H]-	911.546769171321
M913_R844_5074	843.518	912.509092990006	327.5	[M-H]-	912.509092990006
M913_R382_5075	382.063	912.503246730536	206.5	[M-H]-	912.503246730536
M913_R893_5076	892.935	912.557559037441	12084	[M-H]-	912.557559037441
M913_R794_5077	794.273	912.61341172016	2410	[M-H]-	912.61341172016
M914_R382_5078	382.063	913.504237984277	228	[M-H]-	913.504237984277
M914_R779_5079	779.486	913.528973902436	390	[M-H]-	913.528973902436
M914_R889_5080	888.5895	913.579649016902	13323	[M-H]-	913.579649016902
M914_R679_5081	679.037	913.601242405888	3534	[M-H]-	913.601242405888
M914_R796_5082	795.503	913.616544656662	1283	[M-H]-	913.616544656662
M915_R882_5083	881.766	914.511234649177	335	[M-H]-	914.511234649177
M915_R678_5084	677.733	914.599019775176	1750.5	[M-H]-	914.599019775176
M915_R796_5085	795.503	914.620234443346	879	[M-H]-	914.620234443346
M915_R892_5086	891.694	914.576583540279	7551	[M-H]-	914.576583540279
M916_R642_5087	641.973	915.518806248716	582	[M-H]-	915.518806248716
M916_R890_5088	890.449	915.573024423443	344	[M-H]-	915.573024423443
M916_R634_5089	633.793	916.479911946569	1534	[M-H]-	916.479911946569
M917_R879_5090	879.287	916.527197896777	5635	[M-H]-	916.527197896777
M917_R870_5091	870.0605	916.586894699702	647.5	[M-H]-	916.586894699702
M917_R958_5092	957.9305	916.591466035279	13119	[M-H]-	916.591466035279
M918_R877_5093	876.818	917.529209358497	2998	[M-H]-	917.529209358497
M917_R632_5094	632.43	917.484025212392	892.5	[M-H]-	917.484025212392
M918_R889_5095	889.209	917.57204101716	6303	[M-H]-	917.57204101716
M919_R718_5096	718.116	918.532472294447	1589	[M-H]-	918.532472294447
M918_R632_5097	632.43	918.482025587602	391.5	[M-H]-	918.482025587602
M919_R885_5098	884.868	918.583876061355	9207	[M-H]-	918.583876061355
M919_R799_5099	799.194	918.66202766751	4403	[M-H]-	918.66202766751
M919_R641_5100	640.609	919.459681796831	272	[M-H]-	919.459681796831
M920_R718_5101	718.116	919.531518462588	991	[M-H]-	919.531518462588
M920_R885_5102	885.481	919.556378961386	4708	[M-H]-	919.556378961386
M920_R799_5103	799.194	919.659310831706	1713	[M-H]-	919.659310831706
M920_R736_5104	736.347	919.572071596143	1746	[M-H]-	919.572071596143
M921_R818_5105	817.6625	920.502990721943	191	[M-H]-	920.502990721943
M921_R889_5106	888.5875	920.546099612997	4868.5	[M-H]-	920.546099612997
M921_R804_5107	804.121	920.618798786783	1505.5	[M-H]-	920.618798786783
M922_R717_5108	716.813	921.503026521095	1520	[M-H]-	921.503026521095
M922_R805_5109	805.351	921.619534854008	1114.5	[M-H]-	921.619534854008
M922_R888_5110	887.965	921.56287690498	4874	[M-H]-	921.56287690498
M922_R842_5111	842.284	922.498773520725	1839	[M-H]-	922.498773520725
M923_R660_5112	659.503	922.514883372558	1553	[M-H]-	922.514883372558
M923_R887_5113	886.723	922.553504741467	2153	[M-H]-	922.553504741467
M923_R604_5114	603.82	923.016777213908	350	[M-H]-	923.016777213908
M923_R844_5115	843.518	923.499845138229	773.5	[M-H]-	923.499845138229
M924_R680_5116	680.339	923.580664045803	3327	[M-H]-	923.580664045803
M924_R313_5117	312.674	923.57486380743	318.5	[M-H]-	923.57486380743
M924_R890_5118	890.452	923.546046020443	11452	[M-H]-	923.546046020443
M925_R844_5119	843.518	924.512939903324	1119.5	[M-H]-	924.512939903324
M925_R679_5120	679.037	924.588582944195	1805	[M-H]-	924.588582944195
M925_R889_5121	889.209	924.676037714519	254.5	[M-H]-	924.676037714519
M926_R853_5122	853.389	925.562725007999	858	[M-H]-	925.562725007999
M926_R966_5123	965.729	925.559881801372	5229	[M-H]-	925.559881801372
M927_R889_5124	888.5875	926.577324934057	2725.5	[M-H]-	926.577324934057
M928_R779_5125	779.486	927.51268085264	601	[M-H]-	927.51268085264
M928_R879_5126	879.287	927.575023360469	1557	[M-H]-	927.575023360469
M929_R886_5127	886.1105	928.560703038322	1558	[M-H]-	928.560703038322
M929_R967_5128	966.965	928.578073145822	2975	[M-H]-	928.578073145822
M930_R887_5129	886.728	929.568174701287	5199	[M-H]-	929.568174701287
M930_R399_5130	399.043	929.536289753903	199	[M-H]-	929.536289753903
M930_R809_5131	809.045	929.691757038383	1135	[M-H]-	929.691757038383
M931_R878_5132	878.052	930.513572389179	995	[M-H]-	930.513572389179
M931_R794_5133	793.65	930.58394100081	1140	[M-H]-	930.58394100081
M931_R885_5134	885.481	930.591281770433	2415.5	[M-H]-	930.591281770433
M932_R547_5136	547.161	931.505005437389	214	[M-H]-	931.505005437389
M932_R807_5137	806.582	931.606421357586	876.5	[M-H]-	931.606421357586
M932_R889_5138	889.209	931.573740918259	6236.5	[M-H]-	931.573740918259
M932_R890_5139	890.452	931.67072913589	281	[M-H]-	931.67072913589
M932_R548_5140	548.463	932.006644449167	160.5	[M-H]-	932.006644449167
M933_R876_5141	875.584	932.516709089672	4352	[M-H]-	932.516709089672
M933_R887_5142	886.723	932.664351301595	224	[M-H]-	932.664351301595
M934_R876_5143	875.584	933.521374265887	3167	[M-H]-	933.521374265887
M934_R855_5144	854.623	933.67028006688	252.5	[M-H]-	933.67028006688
M935_R846_5145	845.987	934.502360511667	355	[M-H]-	934.502360511667
M935_R897_5146	896.651	934.70399550758	356	[M-H]-	934.70399550758
M936_R639_5147	639.245	935.516359855987	282	[M-H]-	935.516359855987
M936_R884_5148	884.242	935.574342717473	2369	[M-H]-	935.574342717473
M937_R883_5150	883.004	936.581871980108	1321.5	[M-H]-	936.581871980108
M938_R876_5152	875.584	937.554469942478	7564.5	[M-H]-	937.554469942478
M938_R683_5153	682.943	937.597664744544	7273	[M-H]-	937.597664744544
M938_R215_5154	214.819	938.438099254185	704	[M-H]-	938.438099254185
M939_R883_5155	883.018	938.604872068746	5502	[M-H]-	938.604872068746
M939_R682_5156	681.642	938.602270176343	3682	[M-H]-	938.602270176343
M940_R850_5157	849.689	939.501966904691	311.5	[M-H]-	939.501966904691
M940_R888_5158	887.965	939.580959440759	2073	[M-H]-	939.580959440759
M941_R890_5159	890.452	940.578298437256	2802	[M-H]-	940.578298437256
M942_R889_5160	888.587	941.595210499225	2297	[M-H]-	941.595210499225
M942_R892_5161	891.694	941.666572977573	413	[M-H]-	941.666572977573
M943_R375_5162	374.989	942.515284630486	978	[M-H]-	942.515284630486
M943_R890_5163	890.452	942.593517314087	1073	[M-H]-	942.593517314087
M943_R631_5164	631.068	942.566516033956	1503.5	[M-H]-	942.566516033956
M944_R374_5165	373.574	943.518231094297	520	[M-H]-	943.518231094297
M944_R885_5166	885.481	943.531873340757	416.5	[M-H]-	943.531873340757
M944_R631_5167	631.068	943.568075222053	845	[M-H]-	943.568075222053
M944_R888_5168	887.965	943.659773695724	232	[M-H]-	943.659773695724
M945_R374_5169	373.574	944.52030742714	259	[M-H]-	944.52030742714
M945_R890_5170	889.8305	944.613318620943	500	[M-H]-	944.613318620943
M945_R787_5171	786.878	944.578805581866	3042	[M-H]-	944.578805581866
M946_R888_5172	887.965	945.581886809057	1326	[M-H]-	945.581886809057
M946_R643_5173	643.3365	945.561028668244	982	[M-H]-	945.561028668244
M946_R788_5174	788.111	945.579806642531	1459	[M-H]-	945.579806642531
M946_R313_5175	312.674	945.557149359622	380	[M-H]-	945.557149359622
M946_R884_5176	884.2425	945.674896073481	233.5	[M-H]-	945.674896073481
M947_R882_5177	881.766	946.591610890973	954	[M-H]-	946.591610890973
M947_R313_5178	312.674	946.55676575758	245	[M-H]-	946.55676575758
M947_R884_5179	884.242	946.685683618878	5475	[M-H]-	946.685683618878
M948_R885_5180	884.868	947.57658935492	1716.5	[M-H]-	947.57658935492
M948_R754_5182	753.643	947.673404396781	1359	[M-H]-	947.673404396781
M948_R883_5183	883.004	947.687822586905	3286	[M-H]-	947.687822586905
M949_R862_5184	862.0195	948.514266951071	976	[M-H]-	948.514266951071
M948_R626_5185	625.616	948.493788659138	144	[M-H]-	948.493788659138
M951_R855_5188	854.623	950.527927571833	3062.5	[M-H]-	950.527927571833
M951_R634_5189	633.793	950.548602169264	3049	[M-H]-	950.548602169264
M951_R889_5190	889.209	950.696692479942	731	[M-H]-	950.696692479942
M952_R855_5191	854.623	951.532234289761	2357	[M-H]-	951.532234289761
M952_R402_5192	401.874	951.54241159586	382.5	[M-H]-	951.54241159586
M952_R632_5193	632.43	951.548621152322	1427.5	[M-H]-	951.548621152322
M952_R852_5194	852.156	951.671659299083	1688	[M-H]-	951.671659299083
M953_R851_5195	850.922	952.524119180045	540.5	[M-H]-	952.524119180045
M953_R632_5196	632.43	952.556255961956	667	[M-H]-	952.556255961956
M953_R873_5197	872.5415	952.692564069914	337.5	[M-H]-	952.692564069914
M954_R778_5198	778.254	953.529947232352	2223	[M-H]-	953.529947232352
M954_R889_5199	889.209	953.597248210152	2523	[M-H]-	953.597248210152
M954_R632_5200	632.43	953.552650948951	239	[M-H]-	953.552650948951
M954_R797_5201	796.733	953.645065329077	1384.5	[M-H]-	953.645065329077
