mz,ret,int,mod,kmd,HS_num
253.398822074698,634.4745,1103,3.41478987469799,-0.41500799535666,248
603.384513536554,848.455,1545,3.42283625655398,-0.423054891177571,249
703.379339248674,772.723,2164.5,3.424049088674,-0.424267800767439,249
653.398299037287,853.389,3528.5,3.43981531728696,-0.440035036452741,251
803.393360808443,640.609,1423,3.44445776844304,-0.444677784146734,251
753.398832837546,622.891,668,3.44673623754602,-0.44695639878762,253
803.401141313652,714.208,9126,3.45223827365203,-0.452458786337615,254
653.468899933205,723.3235,4834,3.51041621320496,0.489359557977195,255
553.476305124959,641.973,713,3.51143428495902,0.488341421193581,255
753.464707838038,785.647,541.5,3.51261123803795,0.487164392936393,255
753.487943334842,891.694,1737,3.53584673484204,0.46392741195848,258
703.491945104595,883.625,620,3.53665494459494,0.463119150580951,258
603.524805829923,785.647,3870.5,3.56312854992302,0.436643854243925,260
953.529947232352,778.254,2223,3.59062487235201,0.409145775479715,261
803.539860037723,889.209,14741,3.59095699772297,0.408813628894109,261
853.539703219612,889.209,14293,3.59399373961196,0.405776693032294,261
853.540061744435,599.733,878.5,3.59435226443497,0.405418145308545,261
653.561484783262,849.689,6108,3.60300106326201,0.39676879403703,265
753.578156329904,890.452,3166.5,3.626059729904,0.373708654516236,266
903.568724344403,889.209,28125,3.62620842440299,0.373559950519279,266
1003.56605322606,806.582,2965,3.62992442606003,0.36984371150163,266
1053.56359399993,322.633,4514,3.63065875992993,0.369109330726133,266
1103.57697631707,716.813,1667.5,3.64723463706991,0.352532394797208,270
803.597391507025,805.351,121282,3.648488467025,0.351278484753379,270
1003.58653771207,719.417,1452,3.65040891207002,0.349357917039356,270
953.597248210152,889.209,2523,3.65792585015197,0.341840498810825,273
1053.60299705135,777.021,1546.5,3.67006181135002,0.32970376242497,274
953.645065329077,796.733,1384.5,3.70574296907705,0.294020325554015,275
1053.63979782573,633.793,1803,3.70686258573005,0.292900637385173,275
1153.67857052301,690.761,1161,3.75202240300996,0.247737935509349,277
1053.68528647951,820.125,1518,3.75235123951006,0.247409078004694,277
1003.69422362137,889.209,549,3.75809482137004,0.241665129271723,279
1103.71023234905,836.122,9078,3.7804906690501,0.219267851050745,280
1153.73078138129,875.6285,866,3.80423326128994,0.195523742245996,281
353.945818396994,238.85,853,3.96817331699401,0.03157321482513,282
403.951019614638,293.327,4953.5,3.97656809463803,0.0231779009623096,283
503.948089651094,522.432,3379,3.98002525109399,0.0197205236795526,283
404.005506328157,232.841,1410,4.03105480815702,-0.0313122929107976,285
404.005990280477,133.77,931,4.03153876047702,-0.0317962761433819,285
354.019174967862,382.063,5167.5,4.041529887862,-0.0417880417143692,287
204.094601456546,200.5545,850,4.107375696546,-0.107638056317825,288
154.098655574124,243.358,1483,4.10823625412399,-0.108498668864172,288
1204.05505828142,866.731,2220,4.13170372142008,-0.131967635151341,290
254.11716072959,214.819,2698,4.13312852959001,-0.133392534331222,290
454.137045067776,328.292,1035,4.165787107776,-0.166053198593033,292
454.199992442345,387.72,2072,4.22873448234498,-0.229004593943159,293
454.201932508122,655.597,4240,4.23067454812201,-0.230944783642485,293
354.214306699565,220.826,1421,4.23666161956498,-0.236932237511326,295
354.225271634839,703.788,10197.5,4.24762655483897,-0.247897873173656,296
304.238531181527,673.827,2234131,4.25769254152698,-0.257964502829338,297
354.237919128304,378.5245,1099.5,4.26027404830398,-0.260546174500803,297
454.232004587461,267.375,618,4.260746627461,-0.261018783843895,297
354.25034354986,843.1815,3090,4.27269846986002,-0.272971389670261,300
404.254788401071,790.575,3443,4.28033688107098,-0.280610288786875,301
404.255629567933,643.336,1803.5,4.281178047933,-0.281451509378655,301
554.248652939207,325.462,782,4.28378209920697,-0.284055726987049,301
454.266207858055,720.719,2704,4.29494989805499,-0.295224239181437,304
404.275525262894,339.613,633,4.301073742894,-0.301348475182749,305
504.273046415134,311.205,2779,4.30498201513399,-0.305256997064703,305
354.293862505673,722.021,733,4.31621742567302,-0.316493125268721,307
454.290968638733,246.36,3246,4.31971067873297,-0.319986601461153,307
654.279843915516,198.302,644,4.32136019551604,-0.321636223607584,309
554.288648316381,390.551,1369,4.323777476381,-0.324053658877006,309
704.282943421086,195.299,988,4.32765326108597,-0.327929691148825,311
404.305616412963,720.719,956.5,4.33116489296299,-0.331441547332361,311
504.299985672,826.279,4203,4.33192127199999,-0.332197974683254,311
354.327193048876,866.9805,967,4.34954796887598,-0.349825797469464,314
404.328205361722,845.987,1406,4.35375384172198,-0.354031938966784,314
454.333274290799,855.8595,154561,4.36201633079901,-0.362294955812615,316
554.337072037182,789.343,44147,4.37220119718199,-0.37248047275682,317
654.341263951295,629.705,782,4.38278023129499,-0.38306018260846,318
704.359909721133,641.973,1652,4.40461956113302,-0.40490090743981,319
604.370064369796,831.833,1383,4.40838708979595,-0.408668676754701,319
704.374032665253,789.343,668,4.41874250525302,-0.419024753666918,321
654.378979109606,762.254,1774,4.420495389606,-0.420777749985859,321
754.392163715914,629.705,949,4.44006711591396,-0.440350726443285,323
804.403976618437,714.208,3753.5,4.45507357843701,-0.455358147508264,324
754.442631371518,783.7985,1000,4.49053477151801,-0.490821605682981,325
604.45463504565,620.1675,766.5,4.49295776564998,-0.493244754584339,325
654.464106770655,849.689,3031,4.505623050655,0.494089151412027,327
754.461851594139,871.299,1152,4.50975499413903,0.489956943999005,327
754.476205565596,632.43,975,4.52410896559604,0.475602055677996,329
904.48611110528,844.752,815,4.54359518527997,0.456114591306346,330
604.537258553807,793.04,552.5,4.57558127380696,0.424126459658964,331
654.552947632592,796.733,544,4.594463912592,0.405242614740018,332
804.557345306304,631.068,2957,4.608442266304,0.391263368156842,333
804.55807257654,889.209,5293,4.60916953653998,0.390536051466256,333
754.581512000346,890.452,953,4.62941540034603,0.370288894450027,335
1054.56566132316,321.218,2538.5,4.63272608315992,0.366978000165318,335
1054.56842835643,715.51,965.5,4.6354931164301,0.364210790150082,337
904.578511124427,980.529,3677,4.63599520442699,0.363708670082246,337
954.577348338964,890.452,1226,4.63802597896404,0.361677765828858,337
